Rank	3gram	NumberOfTimes
<<<<<<< HEAD
0	(u'the', u'united', u'states')	22467
1	(u'of', u'this', u'title')	16744
2	(u'of', u'the', u'united')	13521
3	(u'do', u'do', u'do')	12997
4	(u'the', u'secretary', u'of')	10832
5	(u'see', u'note', u'to')	8971
6	(u'of', u'this', u'section')	7293
7	(u'the', u'provisions', u'of')	7178
8	(u'secretary', u'of', u'the')	6857
9	(u'section', u'of', u'this')	4693
10	(u'title', u'of', u'act')	4516
11	(u'for', u'title', u'of')	4502
12	(u'of', u'this', u'chapter')	4378
13	(u'act', u'see', u'note')	4211
14	(u'of', u'act', u'see')	4210
15	(u'of', u'the', u'treasury')	3626
16	(u'provisions', u'of', u'this')	3502
17	(u'entitled', u'an', u'act')	3397
18	(u'revenue', u'act', u'of')	3375
19	(u'stat', u'for', u'title')	3303
20	(u'of', u'the', u'secretary')	3281
21	(u'district', u'of', u'columbia')	3269
22	(u'shall', u'not', u'be')	3258
23	(u'the', u'district', u'of')	3191
24	(u'this', u'section', u'should')	3172
25	(u'as', u'may', u'be')	3076
26	(u'not', u'more', u'than')	3042
27	(u'of', u'the', u'interior')	3038
28	(u'secretary', u'of', u'war')	2986
29	(u'by', u'the', u'secretary')	2966
30	(u'an', u'act', u'to')	2924
31	(u'cents', u'per', u'pound')	2847
32	(u'per', u'centum', u'ad')	2774
33	(u'the', u'case', u'of')	2645
34	(u'centum', u'ad', u'valorem')	2638
35	(u'united', u'states', u'and')	2562
36	(u'part', u'of', u'the')	2558
37	(u'stat', u'see', u'note')	2528
38	(u'to', u'the', u'text')	2515
39	(u'the', u'amount', u'of')	2506
40	(u'cited', u'to', u'the')	2501
41	(u'united', u'states', u'or')	2486
42	(u'the', u'revenue', u'act')	2461
43	(u'new', u'this', u'section')	2422
44	(u'this', u'section', u'was')	2414
45	(u'of', u'the', u'district')	2400
46	(u'this', u'section', u'constitutes')	2314
47	(u'was', u'repealed', u'by')	2267
48	(u'in', u'line', u'of')	2258
49	(u'not', u'less', u'than')	2253
50	(u'secretary', u'of', u'agriculture')	2175
51	(u'to', u'the', u'united')	2166
52	(u'of', u'the', u'revenue')	2147
53	(u'under', u'the', u'provisions')	2146
54	(u'in', u'the', u'case')	2140
55	(u'rules', u'and', u'regulations')	2119
56	(u'line', u'of', u'this')	2109
57	(u'of', u'section', u'of')	2096
