Judge	Type	Avg Word Len	Latin Terms	Second Person	Decisive Terms
scalia	majority	5.127492945765857	0.002044218802979521	1.007658202337767e-05	0.002017090826798175
scalia	dissent	5.104609755794847	0.0037278207947390577	0.0001327895820108394	0.002819842284797308
scalia	concurrence	4.998728469518465	0.0020379791317419282	0.0	0.0032475807660732894
breyer	majority	5.07708955605529	0.0027943374210387456	6.501049655658525e-05	0.001118668407028229
breyer	dissent	5.095798999013928	0.0019785503257868887	0.0	0.001123373356902422
breyer	concurrence	5.101510580324769	0.00543350266339418	0.0	0.0006379151664946275
kagan	majority	5.0461902306699855	0.002477717549218742	0.0002639909174685312	0.0012250445402332598
kagan	dissent	5.062649339355042	0.005244127625020971	0.0014430639365322216	0.0013791293144227788
kagan	concurrence	5.080805695198894	0.00479660807269701	0.0	0.000778816199376947
